Name,Provider ID,External ID,Cloud Platform,Subscription,Subscription ID,Projects,Region,Tags,Resource Type,Native Type,Last Seen
liron-rds-connection,arn:aws:ec2:eu-west-2:001791986277:instance/i-0b86dbb696ae6f930,i-0b86dbb696ae6f930,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-west-2,"{""Name"": ""liron-rds-connection""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:56Z
UbuntuServ1604RunPackage,b2960e3b-057c-4c04-b760-1f2371dfee00,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/developer-prod/providers/microsoft.compute/virtualmachines/ubuntuserv1604runpackage,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",westeurope,{},VIRTUAL_MACHINE,Microsoft.Compute/virtualMachines,2024-10-30T19:50:52Z
jmorgan-se-test,arn:aws:ec2:us-west-2:984186218765:instance/i-04716bf2d298c56af,i-04716bf2d298c56af,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-west-2,"{""Name"": ""jmorgan-se-test""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:04Z
86.109.5.233,HostSystem:host-13,ced82e81-0a46-4762-8198-470e44bf7000_HostSystem:host-13,vSphere,Wiz-Demo-DC-6-7,ced82e81-0a46-4762-8198-470e44bf7000_Datacenter:datacenter-2,Vsphere Env,,{},VIRTUAL_MACHINE,vsphere#hostSystem,2024-10-30T20:45:44Z
infrahq,arn:aws:ec2:us-east-2:984186218765:instance/i-093a42db3f776b720,i-093a42db3f776b720,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-2,"{""Name"": ""infrahq"", ""Persist"": ""true"", ""Terraform"": ""true"", ""aws:autoscaling:groupName"": ""infrahq_asg-infrahq_lc-20230209060453946300000001""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:09Z
midserver-wizlab01,71e97671-e9ae-41ca-809c-c0c6da15c1a4,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/servicenow-mid-rg/providers/microsoft.compute/virtualmachines/midserver-wizlab01,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Junior Dev project,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",eastus,"{""Owner"": ""JD""}",VIRTUAL_MACHINE,Microsoft.Compute/virtualMachines,2024-10-30T19:50:53Z
AlonTest2,52c8ad5af9870835f2c9e8ed2c6517a9559964f9,46032711,Linode,B5F41BA9-0189-4534-B39B0BC67FB732F3,B5F41BA9-0189-4534-B39B0BC67FB732F3,,us-southeast,{},VIRTUAL_MACHINE,linode/instance,2024-10-30T19:42:28Z
tomlr-compute-gallery_1,30faf487-9b77-4620-9d2f-c7bc24017e5e,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/test-group/providers/microsoft.compute/virtualmachinescalesets/tomlr-compute-gallery/virtualmachines/1,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",eastus,{},VIRTUAL_MACHINE,Microsoft.Compute/virtualMachineScaleSets/virtualMachines,2024-10-30T19:50:51Z
SB-VS-67,VirtualMachine:vm-8458,ced82e81-0a46-4762-8198-470e44bf7000_VirtualMachine:vm-8458,vSphere,Wiz-Demo-DC-6-7,ced82e81-0a46-4762-8198-470e44bf7000_Datacenter:datacenter-2,Vsphere Env,,{},VIRTUAL_MACHINE,vsphere#virtualMachine,2024-10-30T20:45:46Z
esxi-nested-02.wiz-tanzu.local,VirtualMachine:vm-27,64c6a781-bab2-443f-be83-d2d235a25419_VirtualMachine:vm-27,vSphere,Tanzu-Datacenter,64c6a781-bab2-443f-be83-d2d235a25419_Datacenter:datacenter-3,Vsphere Env,,{},VIRTUAL_MACHINE,vsphere#virtualMachine,2024-10-30T19:06:41Z
worker-2,arn:aws:ec2:eu-central-1:984186218765:instance/i-03b7c2a839206d8b4,i-03b7c2a839206d8b4,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""worker-2""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:04Z
Testapp-env,arn:aws:ec2:eu-central-1:984186218765:instance/i-08d14171baa175f6a,i-08d14171baa175f6a,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""Testapp-env"", ""aws:ec2launchtemplate:id"": ""lt-0b77991655bb32830"", ""aws:autoscaling:groupName"": ""awseb-e-z3mhnrmgid-stack-AWSEBAutoScalingGroup-10YO4JPBO9LCI"", ""aws:cloudformation:stack-id"": ""arn:aws:cloudformation:eu-central-1:984186218765:stack/awseb-e-z3mhnrmgid-stack/2d88b690-918e-11eb-aa90-024166eda9e4"", ""aws:cloudformation:logical-id"": ""AWSEBAutoScalingGroup"", ""aws:cloudformation:stack-name"": ""awseb-e-z3mhnrmgid-stack"", ""aws:ec2launchtemplate:version"": ""1"", ""elasticbeanstalk:environment-id"": ""e-z3mhnrmgid"", ""elasticbeanstalk:environment-name"": ""Testapp-env""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:03Z
wiz-attack-simulation,arn:aws:ec2:eu-central-1:984186218765:instance/i-0bf61c7382f9623d3,i-0bf61c7382f9623d3,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""wiz-attack-simulation"", ""aws:ec2:fleet-id"": ""fleet-b09fa036-070c-c607-2638-a380b73778e2"", ""eks:cluster-name"": ""wiz-attack-simulation"", ""eks:nodegroup-name"": ""wiz-attack-simulation-2023111122421563900000000d"", ""aws:eks:cluster-name"": ""wiz-attack-simulation"", ""wiz-attack-simulation"": ""true"", ""aws:ec2launchtemplate:id"": ""lt-0ac767a7c79623c42"", ""aws:autoscaling:groupName"": ""eks-wiz-attack-simulation-2023111122421563900000000d-92c5e046-67e7-e2e9-aa9c-a3d780a91e11"", ""aws:ec2launchtemplate:version"": ""3"", ""k8s.io/cluster-autoscaler/enabled"": ""true"", ""kubernetes.io/cluster/wiz-attack-simulation"": ""owned"", ""k8s.io/cluster-autoscaler/wiz-attack-simulation"": ""owned""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:03Z
demo-postgres-server,arn:aws:ec2:eu-central-1:984186218765:instance/i-062a088b61cedc373,i-062a088b61cedc373,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""demo-postgres-server""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:06Z
amz-linux-it-regional,arn:aws:ec2:eu-central-1:984186218765:instance/i-07978f87a977d6a97,i-07978f87a977d6a97,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""amz-linux-it-regional""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:07Z
wiz-attack-simulation-runner-instance-3ffb770c,arn:aws:ec2:eu-north-1:001791986277:instance/i-0fce3838fe666ac39,i-0fce3838fe666ac39,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-north-1,"{""Name"": ""wiz-attack-simulation-runner-instance-3ffb770c"", ""wiz-attack-simulation"": ""true""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:46Z
bapl-jd-builder-instancegroup-gfr7,https://www.googleapis.com/compute/v1/projects/acme-prod-env/zones/us-east1-b/instances/bapl-jd-builder-instancegroup-gfr7,8574217914006933439,GCP,ACME-PROD-ENV,acme-prod-env,"ACME corp,Acme,Acme GCP App,App A,EBC_Labs,GCP Demo,GCP Subscription Project ,Google Workspace _GCP Org Demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-east1,"{""http-server"": ""http-server"", ""https-server"": ""https-server""}",VIRTUAL_MACHINE,compute#instance,2024-10-30T19:25:57Z
ECS Instance - EC2ContainerService-payment-app-cluster-1,arn:aws:ec2:eu-west-2:001791986277:instance/i-0116366d67dd49ff0,i-0116366d67dd49ff0,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-west-2,"{""Name"": ""ECS Instance - EC2ContainerService-payment-app-cluster-1"", ""Description"": ""This instance is the part of the Auto Scaling group which was created through ECS Console"", ""aws:autoscaling:groupName"": ""EC2ContainerService-payment-app-cluster-1-EcsInstanceAsg-JUV7C36ST24T"", ""aws:cloudformation:stack-id"": ""arn:aws:cloudformation:eu-west-2:001791986277:stack/EC2ContainerService-payment-app-cluster-1/58d52e30-e8b6-11eb-ad7b-0248771c6626"", ""ec2-fleet-plugin:cloud-name"": ""spot-fleet-Demo-Scenarios-2"", ""aws:cloudformation:logical-id"": ""EcsInstanceAsg"", ""aws:cloudformation:stack-name"": ""EC2ContainerService-payment-app-cluster-1""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:48Z
amz-linux-business-internal-2,arn:aws:ec2:eu-central-1:001791986277:instance/i-0a0eeee32ef3511c7,i-0a0eeee32ef3511c7,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-central-1,"{""Name"": ""amz-linux-business-internal-2""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:52Z
oke-cbmsrmkga6a-newjognl63q-sfiupc3bgda-2,ocid1.instance.oc1.iad.anuwcljs356jruiczvgmwyvshzgwhkuj57zsaeeucme4cunkw4tj3nc2wuha,ocid1.instance.oc1.iad.anuwcljs356jruiczvgmwyvshzgwhkuj57zsaeeucme4cunkw4tj3nc2wuha,OCI,playgroundwiz,ocid1.tenancy.oc1..aaaaaaaagigkayqhmlcvctybckug2tjwur5y64prmbvpdzsnwxjqu6noxm2a,"Acme,Acme Oracle App,OCI demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-ashburn-1,"{""OKEnodePoolName"": ""pool1"", ""Oracle-Tags.CreatedBy"": ""oke"", ""Oracle-Tags.CreatedOn"": ""2023-01-12T09:04:19.705Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:04:09Z
Res-Ubuntu-18.04,arn:aws:ec2:eu-central-1:984186218765:instance/i-02dcf4b85407d1599,i-02dcf4b85407d1599,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""Res-Ubuntu-18.04"", ""Classification"": ""Confidential"", ""wizRemediationLastUpdatedUTC"": ""20/08/2024 17:35:26 UTC""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:07Z
Liron-VM-1,VirtualMachine:vm-59,730f64db-1635-4db6-8ab2-567ad1f0ccf7_VirtualMachine:vm-59,vSphere,Wiz-Demo-DC-8,730f64db-1635-4db6-8ab2-567ad1f0ccf7_Datacenter:datacenter-3,Vsphere Env,,"{""New Tag"": ""test"", ""custom/Prod"": ""Team-A""}",VIRTUAL_MACHINE,vsphere#virtualMachine,2024-10-30T18:50:25Z
XsoarVM,arn:aws:ec2:us-east-2:001791986277:instance/i-0752d3250d88fe4b2,i-0752d3250d88fe4b2,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",us-east-2,"{""Name"": ""XsoarVM"", ""itayTest"": ""XSOAR""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:58Z
wiz-remediation-demo-controlvm,349a7470-3f92-4946-85b9-2743d136eef5,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/wiz-remediation-demo-mgmt/providers/microsoft.compute/virtualmachines/wiz-remediation-demo-controlvm,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",northeurope,"{""wiz-remediation-demo"": ""true""}",VIRTUAL_MACHINE,Microsoft.Compute/virtualMachines,2024-10-30T19:50:52Z
aks-agentpool-65427491-vmss_2,204076f3-f29f-419f-ab2b-b417d8e8fbb3,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/mc_myresourcegroup_shippingappaks_eastus/providers/microsoft.compute/virtualmachinescalesets/aks-agentpool-65427491-vmss/virtualmachines/2,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",eastus,"{""poolName"": ""agentpool"", ""orchestrator"": ""Kubernetes:1.18.14"", ""creationSource"": ""aks-aks-agentpool-65427491-vmss"", ""aksEngineVersion"": ""v0.47.0-aks-gomod-b4-aks"", ""resourceNameSuffix"": ""65427491""}",VIRTUAL_MACHINE,Microsoft.Compute/virtualMachineScaleSets/virtualMachines,2024-10-30T19:50:50Z
cassandra-asg-cluster,arn:aws:ec2:us-east-1:984186218765:instance/i-0ced8227bf4c32182,i-0ced8227bf4c32182,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-1,"{""Name"": ""cassandra-asg-cluster"", ""Owner"": ""JD"", ""aws:ec2launchtemplate:id"": ""lt-0c50c228c21bdfbef"", ""aws:autoscaling:groupName"": ""cassandra-asg-test"", ""aws:ec2launchtemplate:version"": ""1""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:05Z
amz-linux-business-internal-1,arn:aws:ec2:eu-central-1:001791986277:instance/i-0e16d8df5a61178da,i-0e16d8df5a61178da,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-central-1,"{""Name"": ""amz-linux-business-internal-1""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:48Z
cassandra-asg-cluster,arn:aws:ec2:us-east-1:984186218765:instance/i-075ce90a806bdfef4,i-075ce90a806bdfef4,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-1,"{""Name"": ""cassandra-asg-cluster"", ""Owner"": ""JD"", ""aws:ec2launchtemplate:id"": ""lt-0c50c228c21bdfbef"", ""aws:autoscaling:groupName"": ""cassandra-asg-test"", ""aws:ec2launchtemplate:version"": ""1""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:02Z
oke-cxwoyne7zza-ni6evlk7vhq-sutxh5sagxq-2,ocid1.instance.oc1.iad.anuwcljr356jruicdh4wd7rvqmgwmd4iqkmlejfw2ioq7hk7t7g346lvsiza,ocid1.instance.oc1.iad.anuwcljr356jruicdh4wd7rvqmgwmd4iqkmlejfw2ioq7hk7t7g346lvsiza,OCI,yarin-agent-sm,ocid1.compartment.oc1..aaaaaaaavc3odzhnljnr43vtk3cx3c3vt2pc752bdk4vc5uypqdhrm45lwfq,"Acme,Acme Oracle App",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""oke"", ""Oracle-Tags.CreatedOn"": ""2024-08-05T07:42:20.610Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:04:29Z
instance-with-boot-volume-from-other-compartment,ocid1.instance.oc1.iad.anuwcljs356jruicuckfrumuefjwjh24tw2v2t2c34r5l6e47pbr4ukdhn7q,ocid1.instance.oc1.iad.anuwcljs356jruicuckfrumuefjwjh24tw2v2t2c34r5l6e47pbr4ukdhn7q,OCI,comp1_2,ocid1.compartment.oc1..aaaaaaaanopl5xnrizwjtr5k3fgom3wquew22ut4ouadwk7nvjwikwgaif3q,"Acme,Acme Oracle App,OCI demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""elad.gabay@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2021-11-23T16:32:44.169Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:04:13Z
instance-20220628-1616,ocid1.instance.oc1.iad.anuwcljr356jruiczrddobnqmt4fmj3yoac72akjljix2byw4ih6cr2jce5a,ocid1.instance.oc1.iad.anuwcljr356jruiczrddobnqmt4fmj3yoac72akjljix2byw4ih6cr2jce5a,OCI,wiz-outpost-oron1,ocid1.compartment.oc1..aaaaaaaa5g2pgsgkvnemry3ayybd2e2xsvrrq3hnpt4mzzzihmqpbh36e4va,"Acme,Acme Oracle App",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""okta/oron.noah@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2022-06-28T13:18:44.389Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:04:31Z
mariadb-creds,cc39cbea-2537-4abe-a02c-101f76f3fdb0,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/creds-internal-storage/providers/microsoft.compute/virtualmachines/mariadb-creds,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",westeurope,{},VIRTUAL_MACHINE,Microsoft.Compute/virtualMachines,2024-10-30T19:50:52Z
MS2012Datacenterv001,f0f1ef9c-9c88-45cb-87f9-f687a2a04d96,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/us2eastrg/providers/microsoft.compute/virtualmachines/ms2012datacenterv001,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",eastus2,{},VIRTUAL_MACHINE,Microsoft.Compute/virtualMachines,2024-10-30T19:50:53Z
oke-cxwoyne7zza-ni6evlk7vhq-sutxh5sagxq-0,ocid1.instance.oc1.iad.anuwcljr356jruic6rqyoryztx2kimjius4gledhg6wa3tkkreka52bqtrbq,ocid1.instance.oc1.iad.anuwcljr356jruic6rqyoryztx2kimjius4gledhg6wa3tkkreka52bqtrbq,OCI,yarin-agent-sm,ocid1.compartment.oc1..aaaaaaaavc3odzhnljnr43vtk3cx3c3vt2pc752bdk4vc5uypqdhrm45lwfq,"Acme,Acme Oracle App",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""oke"", ""Oracle-Tags.CreatedOn"": ""2024-08-05T07:42:17.857Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:04:30Z
floral-unicorn-1651347652-managed-ng-floral-Node,arn:aws:ec2:eu-west-2:001791986277:instance/i-00ed17dfdb280be81,i-00ed17dfdb280be81,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Microservices Prod,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-west-2,"{""Name"": ""floral-unicorn-1651347652-managed-ng-floral-Node"", ""aws:ec2:fleet-id"": ""fleet-5617c4bf-0207-ec85-2410-03aa40bb7bf4"", ""eks:cluster-name"": ""floral-unicorn-1651347652"", ""eks:nodegroup-name"": ""managed-ng-floral"", ""aws:eks:cluster-name"": ""floral-unicorn-1651347652"", ""aws:ec2launchtemplate:id"": ""lt-053076d15696ead15"", ""aws:autoscaling:groupName"": ""eks-managed-ng-floral-a0c7739a-5706-e9f3-054c-f636c4907ace"", ""aws:ec2launchtemplate:version"": ""6"", ""alpha.eksctl.io/nodegroup-name"": ""managed-ng-floral"", ""alpha.eksctl.io/nodegroup-type"": ""managed"", ""k8s.io/cluster-autoscaler/enabled"": ""true"", ""kubernetes.io/cluster/floral-unicorn-1651347652"": ""owned"", ""k8s.io/cluster-autoscaler/floral-unicorn-1651347652"": ""owned""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:48Z
Shachar-test,ocid1.instance.oc1.iad.anuwcljr356jruicwjt2fywrqoinviehqhdh7jx6ibzrpwyn3ab2dumoy5ka,ocid1.instance.oc1.iad.anuwcljr356jruicwjt2fywrqoinviehqhdh7jx6ibzrpwyn3ab2dumoy5ka,OCI,playgroundwiz,ocid1.tenancy.oc1..aaaaaaaagigkayqhmlcvctybckug2tjwur5y64prmbvpdzsnwxjqu6noxm2a,"Acme,Acme Oracle App,OCI demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""okta/shachar.horvitz@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2024-05-09T12:28:21.128Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:04:08Z
gke-main-cluster-run-pool-2-1837a64a-34x3,https://www.googleapis.com/compute/v1/projects/acme-prod-env/zones/europe-west1-d/instances/gke-main-cluster-run-pool-2-1837a64a-34x3,8024059111835480926,GCP,ACME-PROD-ENV,acme-prod-env,"ACME corp,Acme,Acme GCP App,App A,EBC_Labs,GCP Demo,GCP Subscription Project ,Google Workspace _GCP Org Demo,Microservices Prod,Wiz Factory Prod,Wiz Inc,Wiz Prod",europe-west1,"{""foo"": ""four"", ""mesh_id"": ""proj-569531483875"", ""goog-gke-node"": """", ""goog-fleet-project"": ""acme-prod-env"", ""goog-k8s-cluster-name"": ""main-cluster-run"", ""goog-k8s-node-pool-name"": ""pool-2"", ""goog-gke-cost-management"": """", ""goog-k8s-cluster-location"": ""europe-west1"", ""goog-gke-cluster-id-base32"": ""3uzu6szfajeajebc62oeminnf7gpyznvkt5efeu7vtzdknakifdq"", ""gke-main-cluster-run-dd334f4b-node"": ""gke-main-cluster-run-dd334f4b-node""}",VIRTUAL_MACHINE,compute#instance,2024-10-30T19:26:21Z
Ubuntu1804v002DevtoProd,9696efb4-c7ba-4459-b239-8e07a9046205,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/us2eastrg/providers/microsoft.compute/virtualmachines/ubuntu1804v002devtoprod,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",eastus2,{},VIRTUAL_MACHINE,Microsoft.Compute/virtualMachines,2024-10-30T19:50:53Z
eks-deployment-server,arn:aws:ec2:eu-central-1:984186218765:instance/i-01d1a6f562aad3d5c,i-01d1a6f562aad3d5c,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""eks-deployment-server""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:10Z
wizard-maker-cluster-wizards-eks-self-managed-ng-129-Node,arn:aws:ec2:eu-central-1:984186218765:instance/i-054e63b236598ec9c,i-054e63b236598ec9c,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs,Microservices Prod",eu-central-1,"{""Name"": ""wizard-maker-cluster-wizards-eks-self-managed-ng-129-Node"", ""aws:eks:cluster-name"": ""wizard-maker-cluster"", ""aws:ec2launchtemplate:id"": ""lt-0c805f84582380262"", ""aws:autoscaling:groupName"": ""eksctl-wizard-maker-cluster-nodegroup-wizards-eks-self-managed-ng-129-NodeGroup-1uSbIBAnqEus"", ""aws:cloudformation:stack-id"": ""arn:aws:cloudformation:eu-central-1:984186218765:stack/eksctl-wizard-maker-cluster-nodegroup-wizards-eks-self-managed-ng-129/bb844700-fc22-11ee-8a7f-0220d75727db"", ""alpha.eksctl.io/cluster-name"": ""wizard-maker-cluster"", ""aws:cloudformation:logical-id"": ""NodeGroup"", ""aws:cloudformation:stack-name"": ""eksctl-wizard-maker-cluster-nodegroup-wizards-eks-self-managed-ng-129"", ""aws:ec2launchtemplate:version"": ""1"", ""alpha.eksctl.io/eksctl-version"": ""0.175.0"", ""alpha.eksctl.io/nodegroup-name"": ""wizards-eks-self-managed-ng-129"", ""alpha.eksctl.io/nodegroup-type"": ""unmanaged"", ""eksctl.io/v1alpha2/nodegroup-name"": ""wizards-eks-self-managed-ng-129"", ""kubernetes.io/cluster/wizard-maker-cluster"": ""owned"", ""eksctl.cluster.k8s.io/v1alpha1/cluster-name"": ""wizard-maker-cluster""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:09Z
gke-gke-1-18-gke-1-18-034abb5c-rr21,https://www.googleapis.com/compute/v1/projects/centered-kiln-290213/zones/us-central1-b/instances/gke-gke-1-18-gke-1-18-034abb5c-rr21,5141097713516018400,GCP,demo-project,centered-kiln-290213,"App A,GCP Subscription Project ,Google Workspace _GCP Org Demo",us-central1,"{""goog-gke-node"": """", ""goog-k8s-cluster-name"": ""gke-1-18"", ""goog-k8s-node-pool-name"": ""gke-1-18"", ""goog-gke-cost-management"": """", ""goog-k8s-cluster-location"": ""us-central1-b"", ""gke-gke-1-18-68362c75-node"": ""gke-gke-1-18-68362c75-node"", ""goog-gke-cluster-id-base32"": ""na3cy5ipjz3ew7do2afqmpvplux7re2l4xak2ny2fryk6o6gnmpa""}",VIRTUAL_MACHINE,compute#instance,2024-10-30T19:29:45Z
elad-vm-not-in-lb-vcn,ocid1.instance.oc1.iad.anuwcljr356jruic5f3bs35z7yn5qnygn6sola2fhvhowreafmtrrhhidada,ocid1.instance.oc1.iad.anuwcljr356jruic5f3bs35z7yn5qnygn6sola2fhvhowreafmtrrhhidada,OCI,playgroundwiz,ocid1.tenancy.oc1..aaaaaaaagigkayqhmlcvctybckug2tjwur5y64prmbvpdzsnwxjqu6noxm2a,"Acme,Acme Oracle App,OCI demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""elad.gabay@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2022-05-04T08:26:48.605Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:04:08Z
models-training-backups-b,arn:aws:ec2:eu-central-1:001791986277:instance/i-0edc57bbeda6e6b84,i-0edc57bbeda6e6b84,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-central-1,"{""Name"": ""models-training-backups-b""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:51Z
