Name,Provider ID,External ID,Cloud Platform,Subscription,Subscription ID,Projects,Region,Tags,Resource Type,Native Type,Last Seen
WIZ_DB,WIZ_DB,QTREIVX#SANDBOXCONNECTOR#WIZ_DB,Snowflake,SANDBOXCONNECTOR,QTREIVX-SANDBOXCONNECTOR,Demo: Snowflake,us-east-1,{},DB_SERVER,snowflake#database,2024-10-30T19:41:04Z
app-core,arn:aws:rds:eu-west-2:001791986277:db:app-core,arn:aws:rds:eu-west-2:001791986277:db:app-core,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-west-2,{},DB_SERVER,rds/PostgreSQL/instance,2024-10-30T20:04:57Z
wiz-remediation-demo-cosmosdb-64710,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/wiz-remediation-demo-resources/providers/microsoft.documentdb/databaseaccounts/wiz-remediation-demo-cosmosdb-64710,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/wiz-remediation-demo-resources/providers/microsoft.documentdb/databaseaccounts/wiz-remediation-demo-cosmosdb-64710,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",northeurope,"{""wiz-remediation-demo"": ""true""}",DB_SERVER,Microsoft.DocumentDB/databaseAccounts,2024-10-30T19:49:12Z
DATABASE_NEW,DATABASE_NEW,QTREIVX#SANDBOXCONNECTOR#DATABASE_NEW,Snowflake,SANDBOXCONNECTOR,QTREIVX-SANDBOXCONNECTOR,Demo: Snowflake,us-east-1,{},DB_SERVER,snowflake#database,2024-10-30T19:41:04Z
djq-transactions-db,arn:aws:rds:eu-west-2:001791986277:db:djq-transactions-db,arn:aws:rds:eu-west-2:001791986277:db:djq-transactions-db,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-west-2,{},DB_SERVER,rds/PostgreSQL/instance,2024-10-30T20:04:57Z
DATABASE_4,DATABASE_4,QTREIVX#SANDBOXCONNECTOR#DATABASE_4,Snowflake,SANDBOXCONNECTOR,QTREIVX-SANDBOXCONNECTOR,Demo: Snowflake,us-east-1,{},DB_SERVER,snowflake#database,2024-10-30T19:41:04Z
test1,arn:aws:es:us-east-1:001791986277:domain/test1,arn:aws:es:us-east-1:001791986277:domain/test1,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",us-east-1,{},DB_SERVER,elasticSearchService,2024-10-30T20:04:51Z
shachar-test-db2,ocid1.autonomousdatabase.oc1.iad.anuwcljt356jruiax2boet6brgdiamoaqizb2vsjl64rq46ryvjbfvjoqtwq,ocid1.autonomousdatabase.oc1.iad.anuwcljt356jruiax2boet6brgdiamoaqizb2vsjl64rq46ryvjbfvjoqtwq,OCI,playgroundwiz,ocid1.tenancy.oc1..aaaaaaaagigkayqhmlcvctybckug2tjwur5y64prmbvpdzsnwxjqu6noxm2a,"Acme,Acme Oracle App,OCI demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""okta/shachar.horvitz@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2024-05-22T08:19:47.876Z""}",DB_SERVER,oci#autonomousDatabase,2024-10-30T19:04:09Z
aurora-db-instance-1-instance-1,arn:aws:rds:eu-central-1:984186218765:db:aurora-db-instance-1-instance-1,arn:aws:rds:eu-central-1:984186218765:db:aurora-db-instance-1-instance-1,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Sensitive_Data"": ""True""}",DB_SERVER,rds/AmazonAuroraMySQL/instance,2024-10-30T18:30:10Z
jd-synapse-wspce,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/developer-prod/providers/microsoft.synapse/workspaces/jd-synapse-wspce,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/developer-prod/providers/microsoft.synapse/workspaces/jd-synapse-wspce,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",westeurope,{},DB_SERVER,microsoft.synapse/workspaces,2024-10-30T19:49:12Z
DATABASE_5,DATABASE_5,QTREIVX#SANDBOXCONNECTOR#DATABASE_5,Snowflake,SANDBOXCONNECTOR,QTREIVX-SANDBOXCONNECTOR,Demo: Snowflake,us-east-1,{},DB_SERVER,snowflake#database,2024-10-30T19:41:04Z
fmm1,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/demoresources/providers/microsoft.cache/redis/fmm1,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/demoresources/providers/microsoft.cache/redis/fmm1,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Junior Dev project,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",eastus,"{""Owner"": ""JD""}",DB_SERVER,Microsoft.Cache/Redis,2024-10-30T19:49:11Z
