Name,Provider ID,External ID,Cloud Platform,Subscription,Subscription ID,Projects,Region,Tags,Resource Type,Native Type,Last Seen
cluster-krqsv-image-registry-bkooicdvngapmbdydynogpxykuuncqujl,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/aro-b6ppqb26/providers/microsoft.storage/storageaccounts/imageregistryclusteslzwc/blobservices/default/containers/cluster-krqsv-image-registry-bkooicdvngapmbdydynogpxykuuncqujl,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/aro-b6ppqb26/providers/microsoft.storage/storageaccounts/imageregistryclusteslzwc/blobservices/default/containers/cluster-krqsv-image-registry-bkooicdvngapmbdydynogpxykuuncqujl,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",westeurope,{},BUCKET,Microsoft.Storage/storageAccounts/blobServices/containers,2024-10-30T19:48:57Z
insights-logs-hostregistration,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/aksenvgroup/providers/microsoft.storage/storageaccounts/testmattan11/blobservices/default/containers/insights-logs-hostregistration,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/aksenvgroup/providers/microsoft.storage/storageaccounts/testmattan11/blobservices/default/containers/insights-logs-hostregistration,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",eastus,{},BUCKET,Microsoft.Storage/storageAccounts/blobServices/containers,2024-10-30T19:48:42Z
cloud-ai-platform-4873c122-2cc6-472f-b807-ec2bf2e637c5,https://www.googleapis.com/storage/v1/b/cloud-ai-platform-4873c122-2cc6-472f-b807-ec2bf2e637c5,gs://cloud-ai-platform-4873c122-2cc6-472f-b807-ec2bf2e637c5,GCP,ACME-PROD-ENV,acme-prod-env,"ACME corp,Acme,Acme GCP App,App A,EBC_Labs,GCP Demo,GCP Subscription Project ,Google Workspace _GCP Org Demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-central1,{},BUCKET,storage#bucket,2024-10-30T19:25:39Z
wiz-demo-atlantis-jeff,https://www.googleapis.com/storage/v1/b/wiz-demo-atlantis-jeff,gs://wiz-demo-atlantis-jeff,GCP,ACME-PROD-ENV,acme-prod-env,"ACME corp,Acme,Acme GCP App,App A,EBC_Labs,GCP Demo,GCP Subscription Project ,Google Workspace _GCP Org Demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us,{},BUCKET,storage#bucket,2024-10-30T19:25:43Z
testbucket6y7u8iazsx,arn:aws:s3:::testbucket6y7u8iazsx,testbucket6y7u8iazsx,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-west-2,{},BUCKET,bucket,2024-10-30T18:30:41Z
cf-templates-ms8zfpb3xoa00-eu-west-2,arn:aws:s3:::cf-templates-ms8zfpb3xoa00-eu-west-2,cf-templates-ms8zfpb3xoa00-eu-west-2,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-west-2,{},BUCKET,bucket,2024-10-30T20:05:13Z
frompodirsa5,arn:aws:s3:::frompodirsa5,frompodirsa5,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-1,{},BUCKET,bucket,2024-10-30T18:30:38Z
credsinternalcontainer,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/creds-internal-storage/providers/microsoft.storage/storageaccounts/credsaccount/blobservices/default/containers/credsinternalcontainer,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/creds-internal-storage/providers/microsoft.storage/storageaccounts/credsaccount/blobservices/default/containers/credsinternalcontainer,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",westeurope,{},BUCKET,Microsoft.Storage/storageAccounts/blobServices/containers,2024-10-30T19:48:54Z
sagemaker-studio-984186218765-5wjpw4w48q2,arn:aws:s3:::sagemaker-studio-984186218765-5wjpw4w48q2,sagemaker-studio-984186218765-5wjpw4w48q2,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-west-2,"{""wizRemediationLastUpdatedUTC"": ""29/05/2024 10:17:35 UTC""}",BUCKET,bucket,2024-10-30T18:30:40Z
frank,ocid1.bucket.oc1.eu-frankfurt-1.aaaaaaaahdjg3bw63qew4h75igii72ziwoxdtikvibbnfjnfq3lwa332e2wq,ocid1.bucket.oc1.eu-frankfurt-1.aaaaaaaahdjg3bw63qew4h75igii72ziwoxdtikvibbnfjnfq3lwa332e2wq,OCI,playgroundwiz,ocid1.tenancy.oc1..aaaaaaaagigkayqhmlcvctybckug2tjwur5y64prmbvpdzsnwxjqu6noxm2a,"Acme,Acme Oracle App,OCI demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",eu-frankfurt-1,"{""Oracle-Tags.CreatedBy"": ""okta/michael.aminov@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2024-07-30T06:18:28.463Z""}",BUCKET,oci#objectStorageBucket,2024-10-30T19:04:06Z
aws-eu-central-1-984186218765-test-app-pipe,arn:aws:s3:::aws-eu-central-1-984186218765-test-app-pipe,aws-eu-central-1-984186218765-test-app-pipe,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""test-app-S3Bucket"", ""aws:cloudformation:stack-id"": ""arn:aws:cloudformation:eu-central-1:984186218765:stack/serverlessrepo-test-app-toolchain/2990a530-913d-11eb-9552-0a32025e35d4"", ""serverlessrepo:applicationId"": ""arn:aws:serverlessrepo:us-east-1:713482062377:applications/CICD-toolchain-for-serverless-applications"", ""aws:cloudformation:logical-id"": ""S3Bucket"", ""aws:cloudformation:stack-name"": ""serverlessrepo-test-app-toolchain"", ""serverlessrepo:semanticVersion"": ""1.0.3""}",BUCKET,bucket,2024-10-30T18:30:35Z
aws-glue-assets-984186218765-us-east-2,arn:aws:s3:::aws-glue-assets-984186218765-us-east-2,aws-glue-assets-984186218765-us-east-2,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-2,{},BUCKET,bucket,2024-10-30T18:30:36Z
wiz-mal-sample,arn:aws:s3:::wiz-mal-sample,wiz-mal-sample,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,{},BUCKET,bucket,2024-10-30T18:30:40Z
wiz-outpost-gitops-state-bucket-813c6eb0,arn:aws:s3:::wiz-outpost-gitops-state-bucket-813c6eb0,wiz-outpost-gitops-state-bucket-813c6eb0,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,{},BUCKET,bucket,2024-10-30T18:30:40Z
codepipeline-eu-central-1-118231569918,arn:aws:s3:::codepipeline-eu-central-1-118231569918,codepipeline-eu-central-1-118231569918,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-central-1,{},BUCKET,bucket,2024-10-30T20:05:13Z
aws-cloudtrail-logs-984186218765-1e7f137d-14,arn:aws:s3:::aws-cloudtrail-logs-984186218765-1e7f137d-14,aws-cloudtrail-logs-984186218765-1e7f137d-14,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-2,{},BUCKET,bucket,2024-10-30T18:30:36Z
demoresources,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/demo-infra/providers/microsoft.storage/storageaccounts/wizazuredemo/blobservices/default/containers/demoresources,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/demo-infra/providers/microsoft.storage/storageaccounts/wizazuredemo/blobservices/default/containers/demoresources,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",eastus,"{""owner"": ""DemoTeam""}",BUCKET,Microsoft.Storage/storageAccounts/blobServices/containers,2024-10-30T19:48:48Z
insurance-quotes-us,arn:aws:s3:::insurance-quotes-us,insurance-quotes-us,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",ca-central-1,{},BUCKET,bucket,2024-10-30T20:05:14Z
logs,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/databricks-rg-bapp-databricks-x62ehalvq25pe/providers/microsoft.storage/storageaccounts/dbstoragelfxyom7rocgjo/blobservices/default/containers/logs,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/databricks-rg-bapp-databricks-x62ehalvq25pe/providers/microsoft.storage/storageaccounts/dbstoragelfxyom7rocgjo/blobservices/default/containers/logs,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Junior Dev project,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",eastus,"{""Owner"": ""JD"", ""application"": ""databricks"", ""databricks-environment"": ""true""}",BUCKET,Microsoft.Storage/storageAccounts/blobServices/containers,2024-10-30T19:48:36Z
agent-for-bedrock,arn:aws:s3:::agent-for-bedrock,agent-for-bedrock,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-west-2,{},BUCKET,bucket,2024-10-30T18:30:36Z
gcf-sources-569531483875-us-central1,https://www.googleapis.com/storage/v1/b/gcf-sources-569531483875-us-central1,gs://gcf-sources-569531483875-us-central1,GCP,ACME-PROD-ENV,acme-prod-env,"ACME corp,Acme,Acme GCP App,App A,EBC_Labs,GCP Demo,GCP Subscription Project ,Google Workspace _GCP Org Demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-central1,"{""goog-managed-by"": ""cloudfunctions""}",BUCKET,storage#bucket,2024-10-30T19:25:40Z
aws-glue-temporary-984186218765-eu-central-1,arn:aws:s3:::aws-glue-temporary-984186218765-eu-central-1,aws-glue-temporary-984186218765-eu-central-1,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,{},BUCKET,bucket,2024-10-30T18:30:35Z
third-party-app,arn:aws:s3:::third-party-app,third-party-app,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-2,"{""wizRemediationLastUpdatedUTC"": ""25/07/2024 08:48:07 UTC""}",BUCKET,bucket,2024-10-30T18:30:40Z
shachar-test-bucket-2,ocid1.bucket.oc1.iad.aaaaaaaa5vidp4cntyfk3q7cljaih7tpielb7p3tidm2ql4uqgzf3hjjebpa,ocid1.bucket.oc1.iad.aaaaaaaa5vidp4cntyfk3q7cljaih7tpielb7p3tidm2ql4uqgzf3hjjebpa,OCI,playgroundwiz,ocid1.tenancy.oc1..aaaaaaaagigkayqhmlcvctybckug2tjwur5y64prmbvpdzsnwxjqu6noxm2a,"Acme,Acme Oracle App,OCI demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""okta/shachar.horvitz@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2024-05-09T15:57:21.974Z""}",BUCKET,oci#objectStorageBucket,2024-10-30T19:04:07Z
insights-logs-management,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/aksenvgroup/providers/microsoft.storage/storageaccounts/testmattan11/blobservices/default/containers/insights-logs-management,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/aksenvgroup/providers/microsoft.storage/storageaccounts/testmattan11/blobservices/default/containers/insights-logs-management,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",eastus,{},BUCKET,Microsoft.Storage/storageAccounts/blobServices/containers,2024-10-30T19:48:42Z
ephemeral,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/databricks-rg-bapp-databricks-x62ehalvq25pe/providers/microsoft.storage/storageaccounts/dbstoragelfxyom7rocgjo/blobservices/default/containers/ephemeral,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/databricks-rg-bapp-databricks-x62ehalvq25pe/providers/microsoft.storage/storageaccounts/dbstoragelfxyom7rocgjo/blobservices/default/containers/ephemeral,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Junior Dev project,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",eastus,"{""Owner"": ""JD"", ""application"": ""databricks"", ""databricks-environment"": ""true""}",BUCKET,Microsoft.Storage/storageAccounts/blobServices/containers,2024-10-30T19:48:36Z
aws-glue-scripts-984186218765-us-east-2,arn:aws:s3:::aws-glue-scripts-984186218765-us-east-2,aws-glue-scripts-984186218765-us-east-2,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-2,{},BUCKET,bucket,2024-10-30T18:30:36Z
aws-glue-scripts-984186218765-eu-central-1,arn:aws:s3:::aws-glue-scripts-984186218765-eu-central-1,aws-glue-scripts-984186218765-eu-central-1,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""wizRemediationLastUpdatedUTC"": ""29/07/2024 14:03:53 UTC""}",BUCKET,bucket,2024-10-30T18:30:35Z
bootdiagnostics-clusterkr-2918c612-daf3-46c1-8287-c2fd2f55b624,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/aro-b6ppqb26/providers/microsoft.storage/storageaccounts/clustercws42/blobservices/default/containers/bootdiagnostics-clusterkr-2918c612-daf3-46c1-8287-c2fd2f55b624,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/aro-b6ppqb26/providers/microsoft.storage/storageaccounts/clustercws42/blobservices/default/containers/bootdiagnostics-clusterkr-2918c612-daf3-46c1-8287-c2fd2f55b624,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",westeurope,{},BUCKET,Microsoft.Storage/storageAccounts/blobServices/containers,2024-10-30T19:48:52Z
wiz-bucket-tf,ocid1.bucket.oc1.iad.aaaaaaaafvpw4z7c2h4okkgxlifusq674arkozjosv64kuuno226nmsp56mq,ocid1.bucket.oc1.iad.aaaaaaaafvpw4z7c2h4okkgxlifusq674arkozjosv64kuuno226nmsp56mq,OCI,wiz-outpost-tf,ocid1.compartment.oc1..aaaaaaaatcctmb3g7bcb54e3hc73xg2zcvci6syxdhhgr4hsj6bybtrroxba,"Acme,Acme Oracle App,OCI demo",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""elad.gabay@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2022-01-04T17:49:45.800Z""}",BUCKET,oci#objectStorageBucket,2024-10-30T19:04:27Z
azure-webjobs-secrets,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/wiz-remediation-demo-resources/providers/microsoft.storage/storageaccounts/wizremediationdemorbuu6t/blobservices/default/containers/azure-webjobs-secrets,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/wiz-remediation-demo-resources/providers/microsoft.storage/storageaccounts/wizremediationdemorbuu6t/blobservices/default/containers/azure-webjobs-secrets,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",northeurope,"{""wiz-remediation-demo"": ""true""}",BUCKET,Microsoft.Storage/storageAccounts/blobServices/containers,2024-10-30T19:49:03Z
zigzagbucketfortest1,arn:aws:s3:::zigzagbucketfortest1,zigzagbucketfortest1,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-west-1,"{""owenr"": ""alon.weiss@wiz.io""}",BUCKET,bucket,2024-10-30T20:05:14Z
bucket-alp-test-oci,ocid1.bucket.oc1.iad.aaaaaaaazfl5qugrgku5bijbyoalbujmvq2cxltf57wv52s67pxcf6ctjl7q,ocid1.bucket.oc1.iad.aaaaaaaazfl5qugrgku5bijbyoalbujmvq2cxltf57wv52s67pxcf6ctjl7q,OCI,alp,ocid1.compartment.oc1..aaaaaaaauuaggb5r5xbk5dawnaamcceh7hzymdmy67cb37fnt235qyis442q,"Acme,Acme Oracle App",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""okta/alp.deveci@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2024-04-01T13:16:59.783Z""}",BUCKET,oci#objectStorageBucket,2024-10-30T19:04:07Z
training-data-for-sql,arn:aws:s3:::training-data-for-sql,training-data-for-sql,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",us-east-1,{},BUCKET,bucket,2024-10-30T20:05:15Z
wiz-attack-simulation-bucket-3ffb770c,arn:aws:s3:::wiz-attack-simulation-bucket-3ffb770c,wiz-attack-simulation-bucket-3ffb770c,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-north-1,"{""wiz-attack-simulation"": ""true""}",BUCKET,bucket,2024-10-30T20:05:15Z
sagemaker-studio-001791986277-voudjt8z0la,arn:aws:s3:::sagemaker-studio-001791986277-voudjt8z0la,sagemaker-studio-001791986277-voudjt8z0la,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",us-east-1,{},BUCKET,bucket,2024-10-30T20:05:15Z
wiz-cross-account-bucket,arn:aws:s3:::wiz-cross-account-bucket,wiz-cross-account-bucket,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-central-1,{},BUCKET,bucket,2024-10-30T20:05:15Z
wiz-demo-terraform-backend,arn:aws:s3:::wiz-demo-terraform-backend,wiz-demo-terraform-backend,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-2,"{""Name"": ""S3 Remote Terraform State Store for Atlantis""}",BUCKET,bucket,2024-10-30T18:30:40Z
wiz-attack-simulation-demo445587,https://www.googleapis.com/storage/v1/b/wiz-attack-simulation-demo445587,gs://wiz-attack-simulation-demo445587,GCP,ACME-PROD-ENV,acme-prod-env,"ACME corp,Acme,Acme GCP App,App A,EBC_Labs,GCP Demo,GCP Subscription Project ,Google Workspace _GCP Org Demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us,{},BUCKET,storage#bucket,2024-10-30T19:25:42Z
insights-logs-networksecuritygroupflowevent,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/defaultresourcegroup-eus/providers/microsoft.storage/storageaccounts/testmattan1/blobservices/default/containers/insights-logs-networksecuritygroupflowevent,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/defaultresourcegroup-eus/providers/microsoft.storage/storageaccounts/testmattan1/blobservices/default/containers/insights-logs-networksecuritygroupflowevent,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",eastus,{},BUCKET,Microsoft.Storage/storageAccounts/blobServices/containers,2024-10-30T19:48:45Z
azure-webjobs-secrets,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/developer-prod/providers/microsoft.storage/storageaccounts/storageaccountdevel8b87/blobservices/default/containers/azure-webjobs-secrets,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/developer-prod/providers/microsoft.storage/storageaccounts/storageaccountdevel8b87/blobservices/default/containers/azure-webjobs-secrets,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",westeurope,{},BUCKET,Microsoft.Storage/storageAccounts/blobServices/containers,2024-10-30T19:49:00Z
cf-templates-ms8zfpb3xoa0-us-east-1,arn:aws:s3:::cf-templates-ms8zfpb3xoa0-us-east-1,cf-templates-ms8zfpb3xoa0-us-east-1,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",us-east-1,{},BUCKET,bucket,2024-10-30T20:05:14Z
wiz-outpost-or-test-bucket,ocid1.bucket.oc1.iad.aaaaaaaaon43cz4ttjssyre5j5obz4onn7oacnoo6akrspse3ohmnqt5yxka,ocid1.bucket.oc1.iad.aaaaaaaaon43cz4ttjssyre5j5obz4onn7oacnoo6akrspse3ohmnqt5yxka,OCI,wiz-outpost-or-test,ocid1.compartment.oc1..aaaaaaaa74bvrpc5hshxyncrtkefp7kl3l6xuwwlckxmkdwin7hrimje74rq,"Acme,Acme Oracle App,OCI demo",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""okta/or.heller@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2022-03-07T10:01:08.648Z""}",BUCKET,oci#objectStorageBucket,2024-10-30T19:04:18Z
kosdf-creditcards,arn:aws:s3:::kosdf-creditcards,kosdf-creditcards,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-1,"{""PII"": """", ""Owner"": ""JD"", ""Environment"": ""Demo"", ""Sensitive Data"": """"}",BUCKET,bucket,2024-10-30T18:30:38Z
frompodimds,arn:aws:s3:::frompodimds,frompodimds,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-1,{},BUCKET,bucket,2024-10-30T18:30:37Z
elad-test-bucket,ocid1.bucket.oc1.iad.aaaaaaaa34kkdbcfhante46wybqqc6it6d3lezbq7hu2s7kihxocp4dzgtaq,ocid1.bucket.oc1.iad.aaaaaaaa34kkdbcfhante46wybqqc6it6d3lezbq7hu2s7kihxocp4dzgtaq,OCI,comp1_2,ocid1.compartment.oc1..aaaaaaaanopl5xnrizwjtr5k3fgom3wquew22ut4ouadwk7nvjwikwgaif3q,"Acme,Acme Oracle App,OCI demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""elad.gabay@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2021-11-25T12:52:44.545Z""}",BUCKET,oci#objectStorageBucket,2024-10-30T19:04:13Z
elad,ocid1.bucket.oc1.iad.aaaaaaaalzb7pfsjruynxikgifvcu3ymm37e64eu4lqx6jhjuudpbfxhobdq,ocid1.bucket.oc1.iad.aaaaaaaalzb7pfsjruynxikgifvcu3ymm37e64eu4lqx6jhjuudpbfxhobdq,OCI,comp1_1_1,ocid1.compartment.oc1..aaaaaaaajxhzbkv4c3miizugi4nai6tyuhj47ui4douwix2p6aippveuveqa,"Acme,Acme Oracle App,OCI demo",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""elad.gabay@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2021-11-23T22:26:32.215Z""}",BUCKET,oci#objectStorageBucket,2024-10-30T19:03:12Z
testdatapipelinebucket,https://www.googleapis.com/storage/v1/b/testdatapipelinebucket,gs://testdatapipelinebucket,GCP,ACME-PROD-ENV,acme-prod-env,"ACME corp,Acme,Acme GCP App,App A,EBC_Labs,GCP Demo,GCP Subscription Project ,Google Workspace _GCP Org Demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-east1,{},BUCKET,storage#bucket,2024-10-30T19:25:41Z
gohackergo.click,arn:aws:s3:::gohackergo.click,gohackergo.click,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",us-east-1,{},BUCKET,bucket,2024-10-30T20:05:14Z
ld001-secret-prime0001-47f499a0-543f-11ef-9596-12092b029ad9,arn:aws:s3:::ld001-secret-prime0001-47f499a0-543f-11ef-9596-12092b029ad9,ld001-secret-prime0001-47f499a0-543f-11ef-9596-12092b029ad9,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-1,"{""Owner"": ""tcc-labs@wiz.io"", ""Stack"": ""livedemo0001"", ""Source"": ""https://github.com/wiz-training/livedemos/blob/main/livedemo0001/aws/iac/root.yaml"", ""CostCenter"": ""-"", ""Managed_by"": ""CloudFormation"", ""Application"": ""livedemo0001"", ""aws:cloudformation:stack-id"": ""arn:aws:cloudformation:us-east-1:984186218765:stack/prime0001-BucketSecretStack-1T5SYZRYMLX1Y/47f499a0-543f-11ef-9596-12092b029ad9"", ""aws:cloudformation:logical-id"": ""S3Bucket"", ""aws:cloudformation:stack-name"": ""prime0001-BucketSecretStack-1T5SYZRYMLX1Y""}",BUCKET,bucket,2024-10-30T18:30:38Z
wiz-attack-simulation-bucket-b0662b50,arn:aws:s3:::wiz-attack-simulation-bucket-b0662b50,wiz-attack-simulation-bucket-b0662b50,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""wiz-attack-simulation"": ""true""}",BUCKET,bucket,2024-10-30T18:30:39Z
